nearest_10,distance_nat,distance_past,distance_plant,closest_type,freq_category,dist_road_cat
260,30432.9596866225,83699.5303511285,46340.6702335448,Natural_Regeneration,2-3 kHz,Low
270,54257.8828554882,74872.212795527,31346.0107098294,Plantation,2-3 kHz,Low
280,50248.6804839039,58946.2235954867,44776.0432333194,Plantation,2-3 kHz,Low
290,52357.6720061813,66598.7954234368,81403.2389241712,Natural_Regeneration,2-3 kHz,Low
300,118947.60709211,186762.419278425,124756.103806881,Natural_Regeneration,2-3 kHz,Low
310,334371.493018104,367248.198104309,434285.428080288,Natural_Regeneration,2-3 kHz,Low
320,551705.539593395,498018.713761698,535268.736852452,Pasture,2-3 kHz,Low
330,498106.631878013,400009.311844199,457537.453387721,Pasture,2-3 kHz,Low
340,423444.149985408,254455.14850186,330334.860302031,Pasture,2-3 kHz,Low
350,361715.709419336,152622.475138787,288923.50216883,Pasture,2-3 kHz,Low
360,371350.424671565,173497.132376881,309561.538073858,Pasture,2-3 kHz,Low
370,377826.480972774,147576.394062108,334492.826428815,Pasture,2-3 kHz,Low
380,357165.883922334,140616.618354552,291830.142839293,Pasture,2-3 kHz,Low
390,269498.051271753,125822.822016624,262759.504079772,Pasture,2-3 kHz,Low
400,336706.10167118,152366.679927091,321524.415242758,Pasture,2-3 kHz,Low
410,296657.791463375,146692.331535976,278095.489574391,Pasture,2-3 kHz,Low
420,313654.029745744,174056.508589024,337086.477980605,Pasture,2-3 kHz,Low
430,293788.575139539,133069.746059241,269269.700509655,Pasture,2-3 kHz,Low
440,328395.997313484,169939.338043989,291766.517203842,Pasture,2-3 kHz,Low
450,312933.604518818,133067.283633769,286897.685194029,Pasture,2-3 kHz,Low
460,313125.293759158,146700.936827333,285340.984979118,Pasture,2-3 kHz,Low
470,326686.462808965,184365.542636568,279202.943398712,Pasture,2-3 kHz,Low
480,260670.7124537,165062.298442714,256193.663047882,Pasture,2-3 kHz,Low
490,222040.389077048,169873.703011368,229557.415509424,Pasture,2-3 kHz,Low
500,224229.860647956,199796.410741341,206532.306722194,Pasture,2-3 kHz,Low
510,244138.152908167,195370.299791378,254777.143248371,Pasture,2-3 kHz,Low
520,209828.206568623,178737.87281908,237212.307601944,Pasture,2-3 kHz,Low
530,267379.243585001,195390.518603834,247244.863169394,Pasture,2-3 kHz,Low
540,201103.406157016,148766.494306714,221732.067578248,Pasture,2-3 kHz,Low
550,187997.571432279,210744.396805925,182964.475064723,Plantation,2-3 kHz,Low
560,234513.47580333,202310.698973884,231632.487044868,Pasture,2-3 kHz,Low
570,272659.564775791,172022.822301279,276121.317686075,Pasture,2-3 kHz,Low
580,292017.115748818,197986.811640244,285925.960384989,Pasture,2-3 kHz,Low
590,253002.322749911,205205.587841187,263660.593915677,Pasture,2-3 kHz,Low
600,261648.111846178,236337.525504798,269176.48410635,Pasture,2-3 kHz,Low
610,172357.299917493,152247.740667133,130581.042210852,Plantation,2-3 kHz,Low
620,227925.932748978,168041.454404819,204015.292961218,Pasture,2-3 kHz,Low
630,246516.093885143,185539.454107726,243729.5043556,Pasture,2-3 kHz,Low
640,189135.046453989,150235.419160239,180155.351571242,Pasture,2-3 kHz,Low
650,194076.240489232,217945.850666524,225596.053257723,Natural_Regeneration,2-3 kHz,Low
660,145013.067402147,146548.974522497,185279.88813814,Natural_Regeneration,2-3 kHz,Low
670,96541.1935388693,133530.909575524,200706.99776598,Natural_Regeneration,2-3 kHz,Low
680,135143.88157322,167418.883791974,203806.999603321,Natural_Regeneration,2-3 kHz,Low
690,151104.17527484,134259.154562352,210550.396401464,Pasture,2-3 kHz,Low
700,193222.633847128,147426.974461325,218709.981872449,Pasture,2-3 kHz,Low
710,126778.772370696,97929.6348878529,142587.191864373,Pasture,2-3 kHz,Low
720,110095.062203893,112942.507373053,142780.553148608,Natural_Regeneration,2-3 kHz,Low
730,77863.2589510991,84045.2114087906,103181.918036596,Natural_Regeneration,2-3 kHz,Low
740,131515.684278129,174330.076488115,185089.710135098,Natural_Regeneration,2-3 kHz,Low
750,104453.346027039,123772.358649019,172433.464322876,Natural_Regeneration,2-3 kHz,Low
760,92301.3206887694,137857.467049671,145156.370125386,Natural_Regeneration,2-3 kHz,Low
770,144727.68467868,172600.886536613,154928.642809558,Natural_Regeneration,2-3 kHz,Low
780,83495.0970023078,101238.872887727,117071.612258312,Natural_Regeneration,2-3 kHz,Low
790,83416.1934542009,103987.401145947,83584.7411208766,Natural_Regeneration,2-3 kHz,Low
800,77258.3187843562,70698.6315363923,97826.4571878376,Pasture,2-3 kHz,Low
810,103489.668434581,87031.6164763818,106286.394552971,Pasture,2-3 kHz,Low
820,127551.56804964,119732.908311715,108566.650362685,Plantation,2-3 kHz,Low
830,80322.0545107951,126601.340768522,67438.8423249156,Plantation,2-3 kHz,Low
840,116898.04170797,123493.977309509,130203.703960584,Natural_Regeneration,2-3 kHz,Low
850,136139.242655446,141243.655645558,140867.684785577,Natural_Regeneration,2-3 kHz,Low
860,136681.519236002,95953.5017961258,141338.672695096,Pasture,2-3 kHz,Low
870,153292.176854319,98168.9657028721,123113.59405552,Pasture,2-3 kHz,Low
880,170595.967559276,160611.507332214,153556.375997008,Plantation,2-3 kHz,Low
890,121421.857990871,107257.950394542,137013.370816708,Pasture,2-3 kHz,Low
900,128302.337794316,107102.169473354,119441.998525289,Pasture,2-3 kHz,Low
910,110166.912530538,108949.205849444,104668.175330345,Plantation,2-3 kHz,Low
920,126306.600446811,100647.864773159,115488.111484324,Pasture,2-3 kHz,Low
930,122806.569854628,132267.756302645,112524.843589488,Plantation,2-3 kHz,Low
940,90491.0469158453,119844.727379704,70626.8858647218,Plantation,2-3 kHz,Low
950,187264.156925138,172312.414022214,149361.377560335,Plantation,2-3 kHz,Low
960,131890.268363136,148149.080192851,138243.32097993,Natural_Regeneration,2-3 kHz,Low
970,152822.308619811,136607.425992822,126882.723051684,Plantation,2-3 kHz,Low
980,161671.246138661,140859.350163248,118683.046100095,Plantation,2-3 kHz,Low
990,134926.909253988,92461.4360661898,106179.372753703,Pasture,2-3 kHz,Low
1000,183722.526059184,116720.642124101,125816.861579384,Pasture,2-3 kHz,Low
1010,164964.127464398,88478.7803627721,117419.716050966,Pasture,2-3 kHz,Low
1020,128589.37697413,112794.048199827,96767.1937859476,Plantation,2-3 kHz,Low
1030,116885.69219187,88982.0008471849,106721.648487241,Pasture,2-3 kHz,Low
1040,87897.9391494688,56511.9446743204,101085.952076819,Pasture,2-3 kHz,Low
1050,67740.7761625167,50819.8681040615,62022.3429375769,Pasture,2-3 kHz,Low
1060,76846.8259164462,45899.6457070383,64508.0678273875,Pasture,2-3 kHz,Low
1070,115734.604848696,78192.6670843433,71689.085613965,Plantation,2-3 kHz,Low
1080,149480.629219269,112465.432276786,131404.956752021,Pasture,2-3 kHz,Low
1090,133770.988732152,97626.9875208498,117130.976844277,Pasture,2-3 kHz,Low
1100,101784.189545031,114146.629860785,79399.3700398274,Plantation,2-3 kHz,Low
1110,104697.385793368,205275.631962745,74060.1933418806,Plantation,2-3 kHz,Low
1120,68481.0884448792,208454.624531015,43810.3476834871,Plantation,2-3 kHz,Low
1130,30748.7887958685,302342.845487147,18532.8726450571,Plantation,2-3 kHz,Low
1140,25029.0473284158,325369.425356818,15706.6808100712,Plantation,2-3 kHz,Low
1150,38574.9394074917,321141.94334575,20635.6879705326,Plantation,2-3 kHz,Low
1160,28247.4082315612,297244.174536472,16300.1822155755,Plantation,2-3 kHz,Low
1170,25857.7668879106,256224.544870677,14867.0786482835,Plantation,2-3 kHz,Low
1180,28054.8899365044,255616.889090432,21141.2078929193,Plantation,2-3 kHz,Low
1190,25670.0122743278,226533.485004828,28843.736969318,Natural_Regeneration,2-3 kHz,Low
1200,31864.6322942291,181774.734813938,22992.196196955,Plantation,2-3 kHz,Low
1210,34503.5041558663,194526.147106695,23427.2252918296,Plantation,2-3 kHz,Low
1220,31903.4178415059,167320.193167953,21646.9744998395,Plantation,2-3 kHz,Low
1230,34780.4960085,137181.170822979,29522.5395397809,Plantation,2-3 kHz,Low
1240,30404.3871138281,121165.09623795,26323.9679234401,Plantation,2-3 kHz,Low
1250,44260.6421196205,136855.888173189,23245.5730079132,Plantation,2-3 kHz,Low
1260,21039.6449771377,74616.8442213647,20893.661602523,Plantation,2-3 kHz,Low
1270,28166.0459861765,83226.1273084916,27096.4795154219,Plantation,2-3 kHz,Low
1280,27946.8899249833,69561.1520676894,27129.0909496934,Plantation,2-3 kHz,Low
1290,17260.0665092828,50400.1762972999,38184.7507900709,Natural_Regeneration,2-3 kHz,Low
1300,15121.8458063242,54466.8331334414,38562.701697676,Natural_Regeneration,2-3 kHz,Low
1310,15884.4413740192,83866.9814615043,30704.0407324271,Natural_Regeneration,2-3 kHz,Low
1320,25434.6783162745,49690.864732274,31464.8140385691,Natural_Regeneration,2-3 kHz,Low
1330,20660.3457233054,62777.9623225142,31903.5676050574,Natural_Regeneration,2-3 kHz,Low
1340,13137.9888900839,52598.0210865158,34440.0421755561,Natural_Regeneration,2-3 kHz,Low
1350,24288.4090700494,30936.7157497297,25587.9963627617,Natural_Regeneration,2-3 kHz,Low
1360,16846.9839553478,108054.046858966,35158.7583191254,Natural_Regeneration,2-3 kHz,Low
1370,32098.2127837601,28090.2407242092,29935.1475404156,Pasture,2-3 kHz,Low
1380,23112.9569856205,30106.9403635187,33770.2235734847,Natural_Regeneration,2-3 kHz,Low
1390,19193.5099158613,24071.9803294368,41911.2596726073,Natural_Regeneration,2-3 kHz,Low
1400,17735.5723273689,21558.3178848291,43046.5817066164,Natural_Regeneration,2-3 kHz,Low
1410,27750.4874475024,33528.2689120023,38906.788324795,Natural_Regeneration,2-3 kHz,Low
1420,19785.1417700178,48367.2969497858,36342.6678941206,Natural_Regeneration,2-3 kHz,Low
1430,29915.3747892529,32990.7780819229,38198.6078125844,Natural_Regeneration,2-3 kHz,Low
1440,29071.2873278746,51271.6033418251,40174.8569515782,Natural_Regeneration,2-3 kHz,Low
0,45978.0369254396,56275.6938282736,48952.5207756094,Natural_Regeneration,3-4 kHz,Low
10,30087.8540439571,52311.403635533,40813.5642633373,Natural_Regeneration,3-4 kHz,Low
20,20249.6317029368,41072.6193321671,38211.4433624141,Natural_Regeneration,3-4 kHz,Low
30,22224.4598849514,52190.9355435233,42513.5313974375,Natural_Regeneration,3-4 kHz,Low
40,21905.1515084502,62208.0372878167,47696.3833520879,Natural_Regeneration,3-4 kHz,Low
50,18964.0527332522,78299.7541773253,38991.6154328095,Natural_Regeneration,3-4 kHz,Low
60,24914.5847584412,56115.9920300491,47175.1666539957,Natural_Regeneration,3-4 kHz,Low
70,16167.2753968111,67624.6321105911,36059.397785254,Natural_Regeneration,3-4 kHz,Low
80,15734.3750624689,34309.3767102186,27611.4009715229,Natural_Regeneration,3-4 kHz,Low
90,19604.6325884949,60199.2129047039,32925.8891227197,Natural_Regeneration,3-4 kHz,Low
100,14940.8931252182,65941.8315440121,34841.2840284146,Natural_Regeneration,3-4 kHz,Low
110,11629.1207476641,52032.2691822831,35398.5925388026,Natural_Regeneration,3-4 kHz,Low
120,18379.9370474853,66986.7611654697,30945.8114482544,Natural_Regeneration,3-4 kHz,Low
130,18184.3296477745,56180.7105801814,26342.8047400725,Natural_Regeneration,3-4 kHz,Low
140,13213.7147163259,43665.125238598,32923.9042961183,Natural_Regeneration,3-4 kHz,Low
150,8596.79625744779,42772.6185197142,35742.5630014817,Natural_Regeneration,3-4 kHz,Low
160,9883.8300270714,92142.742827426,30788.2721860981,Natural_Regeneration,3-4 kHz,Low
170,7049.79383973558,79352.7101378539,41063.3962821716,Natural_Regeneration,3-4 kHz,Low
180,11134.5064666061,62040.1059269182,35581.1325481682,Natural_Regeneration,3-4 kHz,Low
190,10534.8249979082,40933.6832752665,35474.275520929,Natural_Regeneration,3-4 kHz,Low
200,28236.4047876865,39570.9383801088,35701.90918199,Natural_Regeneration,3-4 kHz,Low
210,18685.9710536084,39282.1876712441,23473.8376171554,Natural_Regeneration,3-4 kHz,Low
220,15933.2322754363,39860.8488588018,29329.7436946658,Natural_Regeneration,3-4 kHz,Low
230,11010.3179406833,41090.9236362616,30148.3571123325,Natural_Regeneration,3-4 kHz,Low
240,20115.0081697292,37794.3195378272,27105.5673616751,Natural_Regeneration,3-4 kHz,Low
250,16823.8966388309,43705.61258843,28544.8121993348,Natural_Regeneration,3-4 kHz,Low
260,20282.8001279782,41980.0897728471,25546.9348760112,Natural_Regeneration,3-4 kHz,Low
270,30922.945839675,33647.4856112186,26907.5865360341,Plantation,3-4 kHz,Low
280,39094.2568693454,32810.6831867297,29482.2072427587,Plantation,3-4 kHz,Low
290,37245.4196251146,44094.9251677478,29834.7514802627,Plantation,3-4 kHz,Low
300,91020.20231987,284088.148243127,68697.1128196033,Plantation,3-4 kHz,Low
310,316904.237962333,336834.826794749,459621.570710667,Natural_Regeneration,3-4 kHz,Low
320,396420.939680678,374335.973934153,430729.194372723,Pasture,3-4 kHz,Low
330,368161.021270997,293530.600848856,362606.840669997,Pasture,3-4 kHz,Low
340,354739.11902833,269360.118470352,319471.453666789,Pasture,3-4 kHz,Low
350,299385.260613525,199452.71266358,281173.913166062,Pasture,3-4 kHz,Low
360,298844.177151226,179537.367110374,290593.411233899,Pasture,3-4 kHz,Low
370,370011.905105294,236382.066061375,334657.843139237,Pasture,3-4 kHz,Low
380,351779.427555318,206513.96338153,331424.736750931,Pasture,3-4 kHz,Low
390,262744.165467953,172091.861131115,294493.251973573,Pasture,3-4 kHz,Low
400,268756.81142825,201451.697145831,294465.34339456,Pasture,3-4 kHz,Low
410,245178.992159705,188776.322756932,244675.731451819,Pasture,3-4 kHz,Low
420,267714.093422473,221162.828000773,321437.562164804,Pasture,3-4 kHz,Low
430,232294.988053028,180301.711529091,260510.284755406,Pasture,3-4 kHz,Low
440,300489.78285031,185241.846365316,320351.64525308,Pasture,3-4 kHz,Low
450,247476.02519867,186678.96479178,284059.133333028,Pasture,3-4 kHz,Low
460,226549.501455943,168694.464766332,249716.457864406,Pasture,3-4 kHz,Low
470,256429.294638548,251736.685762452,279763.308835165,Pasture,3-4 kHz,Low
480,222071.375006185,242271.158571627,264284.514425315,Natural_Regeneration,3-4 kHz,Low
490,188482.710800828,259989.15613593,238777.329563703,Natural_Regeneration,3-4 kHz,Low
500,176127.942271781,201552.923730569,210324.12870742,Natural_Regeneration,3-4 kHz,Low
510,223614.894406921,239137.953160372,273782.321449989,Natural_Regeneration,3-4 kHz,Low
520,176747.284990898,213593.358521517,239494.256503753,Natural_Regeneration,3-4 kHz,Low
530,231897.261379783,216886.908923176,260907.728464708,Pasture,3-4 kHz,Low
540,151366.105895258,146428.94327002,219188.445081977,Pasture,3-4 kHz,Low
550,146998.829515894,152627.608463054,228448.117450756,Natural_Regeneration,3-4 kHz,Low
560,161046.379891544,194663.691815906,238776.475867405,Natural_Regeneration,3-4 kHz,Low
570,185699.380354319,201805.863833244,269578.936909443,Natural_Regeneration,3-4 kHz,Low
580,203202.896157151,208268.154498673,241576.843503472,Natural_Regeneration,3-4 kHz,Low
590,243171.45601872,265269.006095064,290084.741390078,Natural_Regeneration,3-4 kHz,Low
600,198609.740260658,258391.405771018,281636.970643575,Natural_Regeneration,3-4 kHz,Low
610,152326.843484317,210368.015626616,181965.244003953,Natural_Regeneration,3-4 kHz,Low
620,208813.65259189,220287.086693698,224693.724882265,Natural_Regeneration,3-4 kHz,Low
630,189297.951278815,233220.609007826,221734.156517843,Natural_Regeneration,3-4 kHz,Low
640,163001.468423719,200441.717765036,184522.830354032,Natural_Regeneration,3-4 kHz,Low
650,177077.511402478,231858.691413686,223423.087204494,Natural_Regeneration,3-4 kHz,Low
660,125705.891017381,184521.806952868,182777.367515076,Natural_Regeneration,3-4 kHz,Low
670,78810.580039729,146954.352824843,194735.086676315,Natural_Regeneration,3-4 kHz,Low
680,90616.1134697435,151944.521803843,167921.263808815,Natural_Regeneration,3-4 kHz,Low
690,118229.971128297,173785.21140011,205621.030511883,Natural_Regeneration,3-4 kHz,Low
700,164354.331355881,167663.16566974,206324.730344384,Natural_Regeneration,3-4 kHz,Low
710,121038.916388161,121116.964557065,152430.994766079,Natural_Regeneration,3-4 kHz,Low
720,72822.317287628,131335.78375184,142241.300370225,Natural_Regeneration,3-4 kHz,Low
730,71178.1980767936,117443.504834003,142732.917804729,Natural_Regeneration,3-4 kHz,Low
740,140031.864279937,179838.6804294,158946.445824618,Natural_Regeneration,3-4 kHz,Low
750,64845.3502269537,111499.009539415,147271.745193191,Natural_Regeneration,3-4 kHz,Low
760,50596.6154670669,126593.921674474,118639.141264983,Natural_Regeneration,3-4 kHz,Low
770,65463.3785990093,122880.721223152,105395.708376529,Natural_Regeneration,3-4 kHz,Low
780,64583.2035503011,97730.1850220932,112732.300160479,Natural_Regeneration,3-4 kHz,Low
790,80721.2607224368,48127.1872088243,108531.462112575,Pasture,3-4 kHz,Low
800,78671.6299835073,107029.851852837,119368.693275288,Natural_Regeneration,3-4 kHz,Low
810,67124.3191220661,89656.1569374425,82705.7088453838,Natural_Regeneration,3-4 kHz,Low
820,72782.7870404233,111818.499660821,90195.4448987901,Natural_Regeneration,3-4 kHz,Low
830,44677.5478427087,102029.358229373,77314.8384310195,Natural_Regeneration,3-4 kHz,Low
840,37237.3965709368,92094.3326634061,92072.2418503822,Natural_Regeneration,3-4 kHz,Low
850,62773.7506566436,116603.217992361,113150.827376401,Natural_Regeneration,3-4 kHz,Low
860,59272.6134078788,98543.8037426937,118003.926133329,Natural_Regeneration,3-4 kHz,Low
870,79312.6070189316,82199.4314481587,104572.704880463,Natural_Regeneration,3-4 kHz,Low
880,98192.6290513938,112922.959868312,149520.102209748,Natural_Regeneration,3-4 kHz,Low
890,66405.0230588997,86890.3757019279,141128.69934891,Natural_Regeneration,3-4 kHz,Low
900,69320.9882537577,67156.569042158,109211.210661728,Pasture,3-4 kHz,Low
910,85473.3752654113,62113.2438861499,98550.4044922007,Pasture,3-4 kHz,Low
920,68802.1468154224,88070.8598297785,105750.297260069,Natural_Regeneration,3-4 kHz,Low
930,45672.9251807487,60174.6367003849,69183.3390229218,Natural_Regeneration,3-4 kHz,Low
940,71655.6482935035,71447.117235395,65483.408002542,Plantation,3-4 kHz,Low
950,41024.3980962523,57651.2337482435,63158.9837814985,Natural_Regeneration,3-4 kHz,Low
960,33102.5102275271,63243.5942426955,90389.010261442,Natural_Regeneration,3-4 kHz,Low
970,65044.5156105305,70608.6553398112,81165.2644992001,Natural_Regeneration,3-4 kHz,Low
980,51722.921039518,88625.8819898061,62452.2401198693,Natural_Regeneration,3-4 kHz,Low
990,52468.8502859246,50270.4739107347,53428.2990740522,Pasture,3-4 kHz,Low
1000,46474.3137151688,58853.2258590739,51171.9030317589,Natural_Regeneration,3-4 kHz,Low
1010,45119.1323612932,72099.0047025079,53485.7705770837,Natural_Regeneration,3-4 kHz,Low
1020,43146.0047382748,82165.7474601084,34799.8255432925,Plantation,3-4 kHz,Low
1030,36880.5850690507,112259.433860271,34579.7732134034,Plantation,3-4 kHz,Low
1040,14478.4774634584,97851.3726309649,35790.7508056965,Natural_Regeneration,3-4 kHz,Low
1050,19104.8688925411,85158.0215743033,24598.989833801,Natural_Regeneration,3-4 kHz,Low
1060,36949.9613811954,72830.1829367387,32004.8125762759,Plantation,3-4 kHz,Low
1070,59227.2903656047,69016.526981478,78208.8195326729,Natural_Regeneration,3-4 kHz,Low
1080,184835.270879575,184208.08762969,199294.861922893,Pasture,3-4 kHz,Low
